policy_id,customer_id,agent_id,product_type,start_date,end_date,premium_amount,status
839,229,18,Auto,2023-03-18,2025-03-17,54951.22,Expired
840,213,15,Sante,2022-12-02,2024-12-01,43962.62,Expired
841,459,14,Habitation,2025-04-17,2027-04-17,10324.11,Active
842,244,17,Sante,2022-05-16,2024-05-15,36463.99,Expired
843,210,21,Sante,2024-04-28,2024-10-25,29453.48,Expired
844,387,5,Habitation,2023-01-16,2024-01-16,15815.51,Expired
845,422,10,Sante,2024-10-08,2026-10-08,35894.96,Active
846,406,1,Habitation,2023-06-22,2024-06-21,33812.72,Expired
847,242,4,Sante,2024-05-04,2024-10-31,27216.03,Expired
848,126,1,Auto,2026-04-16,2027-04-16,37187.26,Cancelled
849,307,24,Sante,2025-04-05,2026-04-05,29795.11,Cancelled
850,322,22,Vie,2025-11-22,2026-05-21,42392.13,Expired
851,9,9,Habitation,2025-04-06,2025-10-03,11945.7,Expired
852,355,5,Sante,2022-12-01,2023-05-30,19543.46,Expired
853,467,12,Auto,2023-08-17,2024-08-16,38832.55,Cancelled
854,264,7,Habitation,2026-04-16,2026-10-13,24166.59,Active
855,166,11,Sante,2023-07-10,2025-07-09,34428.86,Expired
856,274,19,Sante,2026-08-14,2027-02-10,10451.42,Active
857,191,25,Vie,2024-04-23,2025-04-23,75254.44,Expired
858,112,5,Habitation,2026-08-31,2027-02-27,29467.88,Active
859,354,17,Auto,2024-05-04,2025-05-04,56221.4,Expired
860,68,1,Vie,2023-12-15,2024-12-14,61463.04,Expired
861,227,20,Sante,2022-12-19,2024-12-18,20663.95,Expired
862,61,8,Habitation,2025-11-22,2026-05-21,26577.27,Expired
863,108,5,Auto,2024-05-20,2026-05-20,49336.07,Expired
864,10,25,Vie,2026-04-01,2027-04-01,22551.02,Active
865,407,22,Auto,2024-08-18,2025-02-14,55883.82,Expired
866,155,22,Auto,2026-03-26,2026-09-22,50206.69,Cancelled
867,106,19,Habitation,2023-01-14,2025-01-13,17491.41,Expired
868,434,24,Sante,2025-04-02,2026-04-02,22327.11,Cancelled
869,400,24,Habitation,2024-10-31,2026-10-31,9845.1,Active
870,391,1,Habitation,2026-01-05,2026-07-04,34035.12,Expired
871,387,18,Auto,2026-01-25,2026-07-24,56590.44,Cancelled
872,436,23,Vie,2024-01-21,2026-01-20,55362.83,Expired
873,491,4,Habitation,2023-12-28,2024-12-27,19450.48,Expired
874,209,4,Sante,2022-09-11,2023-09-11,13861.07,Expired
875,391,12,Sante,2025-02-15,2027-02-15,11421.3,Active
876,60,13,Sante,2024-07-24,2026-07-24,35766.1,Expired
877,431,15,Habitation,2025-02-08,2026-02-08,15845.91,Cancelled
878,97,3,Vie,2025-10-22,2026-10-22,30757.84,Cancelled
879,252,22,Auto,2024-03-22,2025-03-22,38519.81,Expired
880,62,5,Vie,2024-03-31,2026-03-31,55433.43,Expired
881,474,6,Auto,2024-01-15,2024-07-13,30238.42,Expired
882,207,4,Habitation,2024-05-19,2026-05-19,21475.97,Expired
883,393,19,Sante,2026-03-29,2028-03-28,43012.88,Active
884,342,20,Vie,2024-09-19,2026-09-19,36733.44,Active
885,56,4,Sante,2024-09-29,2025-09-29,18078.76,Cancelled
886,16,4,Auto,2026-08-28,2027-02-24,37416.07,Active
887,92,13,Sante,2022-11-09,2023-11-09,31768.84,Expired
888,40,22,Vie,2026-06-12,2027-06-12,32115.91,Active
889,252,17,Sante,2025-01-15,2026-01-15,38331.86,Expired
890,10,25,Auto,2024-05-31,2024-11-27,32263.34,Expired
891,193,15,Vie,2022-03-15,2022-09-11,30612.15,Expired
892,400,10,Habitation,2024-10-03,2025-10-03,11631.18,Expired
893,250,25,Auto,2025-03-11,2027-03-11,37074.92,Active
894,277,19,Vie,2024-09-01,2026-09-01,71261.09,Expired
895,201,9,Vie,2025-04-25,2026-04-25,57016.38,Expired
896,146,11,Auto,2022-02-27,2024-02-27,17030.33,Expired
897,179,24,Auto,2026-04-17,2028-04-16,30356.54,Active
898,177,12,Vie,2023-12-21,2024-06-18,59674.4,Expired
899,332,10,Auto,2025-11-10,2026-05-09,54102.3,Expired
900,87,1,Sante,2022-03-18,2023-03-18,33021.87,Expired
